record_id,company_name,car_name,powertrain_type,horsepower_hp,price_usd,top_speed_kmh
1eca87b7-18d2-49ad-a101-4a8153192b6e,Chevrolet,Corvette,ICE,495,65000.0,312
7f217a2a-b546-4c18-b705-5e8aa61998ab,Toyota,RAV4,Hybrid,203,30000.0,180
6e9487ba-b596-4c17-ab36-3042cb71c066,BMW,i4,EV,335,56000.0,190
f5abeb03-8470-41e3-99f3-33254fb8c9a6,Ford,F-150,ICE,400,,160
7510296e-08e4-4616-a3e5-459ba3278202,Kia,EV6,EV,320,48000.0,192
9cb59b34-bf55-4aa8-9008-e23f3983b889,Mazda,MX-5,ICE,181,29000.0,215
7ee78d54-4ad3-428e-ab09-8379a72d9463,Toyota,RAV4,Hybrid,203,30000.0,180
f90cdfc8-9b75-4ca5-b0b7-d8f6e60bac0b,BMW,i4,EV,335,56000.0,190
48676601-6f32-427a-8712-14eccb81d814,Ford,F-150,ICE,400,,160
ff681750-b1ca-4bd9-9f47-7c43075ab12f,Kia,EV6,EV,320,48000.0,192
c7b5da22-d2ec-497f-baeb-2f876213360d,Mazda,MX-5,ICE,181,29000.0,215
e1c15721-eb66-4558-9fe4-9aaf2a84cee8,Toyota,Prius,Hybrid,121,28000.0,180
ad32a609-699f-4bf0-8741-f44ed0afc7bc,Porsche,911 Turbo,ICE,572,180000.0,320
8b91fadb-34c1-4a74-84fb-0770c0ea8e7a,Nissan,Leaf,EV,147,29000.0,157
bbe87cd2-e2c4-4643-a8bc-35893536ba66,Hyundai,Ioniq 5,EV,320,44000.0,185
4a9208ea-8c2d-4ed4-b482-a276f0993198,Chevrolet,Corvette,ICE,495,65000.0,312
2cad645d-dbb4-454d-ad0b-cf883c9472c7,Toyota,Corolla,ICE,140,25000.0,180
e6af36cb-d0cd-4ae5-aac4-a4c3554f974e,Honda,Civic,ICE,158,27500.0,200
17b099e7-084d-4613-8dde-75b70c15e4e8,Tesla,Model 3,EV,283,42000.0,225
1198da47-46f0-4ef0-ab1c-8b22279273bb,BMW,M3,ICE,473,75000.0,290
b44cab47-76ce-4269-b84f-0c5b3c40a0f0,Ford,Mustang GT,ICE,450,45000.0,250
d89663d8-6bb4-41c6-98bb-81d1a062e93c,Toyota,Corolla,ICE,140,25000.0,180
3b4bfecd-d0e5-4832-b3de-5f2d23ca04e1,Honda,Civic,ICE,158,27500.0,200
80e3305f-c1e2-4d94-89f0-e4fc97fb6b94,Tesla,Model 3,EV,283,42000.0,225
7a054609-bc94-4504-a58f-3f287fbba382,BMW,M3,ICE,473,75000.0,290
1b0b71a8-ceb2-4058-b916-6f6e199503b0,Ford,Mustang GT,ICE,450,45000.0,250
cce97124-8d5b-4034-b8e9-dff722192527,Toyota,Prius,Hybrid,121,28000.0,180
09a679b0-e399-46d0-a77b-6afc93ec8711,Porsche,911 Turbo,ICE,572,180000.0,320
22c54517-461f-4994-a36e-bc09179704ea,Nissan,Leaf,EV,147,29000.0,157
473356e4-125b-47e4-ac59-c650f62b52a2,Hyundai,Ioniq 5,EV,320,44000.0,185
f122077d-e1aa-4dc6-8d6c-a9a300979c9a,Chevrolet,Corvette,ICE,495,65000.0,312
dc8f9420-50fb-45d8-b231-36e5532a2db3,Toyota,RAV4,Hybrid,203,30000.0,180
18baf360-1fb3-4189-b8a8-6b611c553093,BMW,i4,EV,335,56000.0,190
8b2c86e2-5239-49ec-a915-11ef378573cb,Ford,F-150,ICE,400,,160
c04e7ca6-e376-4c9a-9e57-b9144b9faac1,Kia,EV6,EV,320,48000.0,192
4942fd87-f6da-4134-bce5-fe1c2288fea7,Mazda,MX-5,ICE,181,29000.0,215
aef8fc6d-f5e8-4956-bd9a-a58f386bd059,Toyota,Corolla,ICE,140,25000.0,180
2d050fcf-ebcf-401e-a1f2-a182bd697281,Honda,Civic,ICE,158,27500.0,200
31184356-47ac-4e3a-83cc-27620edd2b09,Tesla,Model 3,EV,283,42000.0,225
1e409341-e7d7-4885-a1ec-f752808dccd6,BMW,M3,ICE,473,75000.0,290
c7e724b8-60a8-4a1e-8aec-e522f46c3746,Ford,Mustang GT,ICE,450,45000.0,250
65b6e6c6-d6a6-4c2c-a142-c57b874d2a2f,Toyota,Prius,Hybrid,121,28000.0,180
f1c3320f-1ddb-4b50-877b-0d43c1d57f68,Porsche,911 Turbo,ICE,572,180000.0,320
bcd08542-6b08-46f5-ac53-0222d9bf33ef,Nissan,Leaf,EV,147,29000.0,157
5cfb95d0-e833-4e22-9dc8-8f4da8d8714b,Hyundai,Ioniq 5,EV,320,44000.0,185
aa8d6f1a-58f6-4931-9b28-5132a2567668,Chevrolet,Corvette,ICE,495,65000.0,312
d1e252f8-9204-4b9f-a7e1-22b8ea49c6a2,Toyota,RAV4,Hybrid,203,30000.0,180
f851b501-dd56-4afb-9a70-81839bd1617b,BMW,i4,EV,335,56000.0,190
961ed323-1583-4892-a7d7-90518635227d,Ford,F-150,ICE,400,,160
196410e1-3d1b-45b2-a3d7-b20fa2a6aa1b,Kia,EV6,EV,320,48000.0,192
993a74b9-1a09-47fb-a504-623ebd2631d1,Mazda,MX-5,ICE,181,29000.0,215
6b7ba041-917f-4ecf-8f60-7954c59b0a3f,Toyota,Corolla,ICE,140,25000.0,180
69cd228f-a628-4f50-8873-99b14fb21fe0,Honda,Civic,ICE,158,27500.0,200
9ab8706f-bc1b-41ae-8a6b-974ce92a2a29,Tesla,Model 3,EV,283,42000.0,225
c6ad7808-c412-46c7-b0eb-8b74a6f0e089,BMW,M3,ICE,473,75000.0,290
01b80244-a42a-4592-9dac-77c7b43c89bb,Ford,Mustang GT,ICE,450,45000.0,250
61f9dbae-a646-4ad5-a14e-d2a3dbd6d995,Toyota,Prius,Hybrid,121,28000.0,180
41a3cbdc-7861-4941-8d86-5500d76f0d7f,Porsche,911 Turbo,ICE,572,180000.0,320
00276f8e-0349-4b20-8d0a-131567e84288,Nissan,Leaf,EV,147,29000.0,157
3c476c53-d188-4c26-9c6c-e7b6ac243666,Hyundai,Ioniq 5,EV,320,44000.0,185
1c669b78-8203-43cb-b224-ce09150eaad3,Chevrolet,Corvette,ICE,495,65000.0,312
1da9ec4b-b411-4e68-8b5f-bf72c9bf6275,Toyota,RAV4,Hybrid,203,30000.0,180
c9eeed80-4f84-4d4b-8a4a-431534eebfa7,BMW,i4,EV,335,56000.0,190
78f6587b-945d-43a3-962f-a336cb6ea0b7,Ford,F-150,ICE,400,,160
51c7bd2a-49a7-41a6-8294-390581aafe5a,Kia,EV6,EV,320,48000.0,192
cc66d5b7-db54-4436-9e17-f18b7028cc19,Mazda,MX-5,ICE,181,29000.0,215
2ea91618-35c5-42eb-8e7b-595dc3978489,Toyota,Corolla,ICE,140,25000.0,180
ad0abce2-28d4-46c1-a0e6-fea9d5bfe246,Honda,Civic,ICE,158,27500.0,200
9be26cd4-686e-49f6-9611-d43646e33481,Tesla,Model 3,EV,283,42000.0,225
33dbdad6-c5ce-44fe-ba82-9d8914ee1f89,BMW,M3,ICE,473,75000.0,290
09161e5c-b99b-4f3f-99d8-3b9e3ffd7b35,Ford,Mustang GT,ICE,450,45000.0,250
1f964812-0a5c-4cce-b675-1147c17f8f23,Toyota,Prius,Hybrid,121,28000.0,180
ea3bcad8-66fc-4170-bc44-5f644257cb28,Porsche,911 Turbo,ICE,572,180000.0,320
71a51539-badb-4097-924a-654dc3827c5d,Nissan,Leaf,EV,147,29000.0,157
ce7ac149-81c7-4347-a44b-3d7910ad4de4,Hyundai,Ioniq 5,EV,320,44000.0,185
5f312a48-5f59-46dc-a96d-695a6949858e,Chevrolet,Corvette,ICE,495,65000.0,312
cd702f20-5b89-4e75-8d6c-69c556532bde,Toyota,RAV4,Hybrid,203,30000.0,180
deecf7ef-88bb-4a9d-88eb-f750a7b37b63,BMW,i4,EV,335,56000.0,190
1bbe1a5c-346c-4efa-bc52-c765dcb3f381,Ford,F-150,ICE,400,,160
7f3ca20a-d921-494e-9015-1b060b0acbda,Kia,EV6,EV,320,48000.0,192
a787f8b5-93a4-4718-abbf-6505627f07cb,Mazda,MX-5,ICE,181,29000.0,215
23dee06d-93a6-4602-a848-81dba9570158,Toyota,Corolla,ICE,140,25000.0,180
507e687d-5271-42d7-8056-cc47a03cb4fb,Honda,Civic,ICE,158,27500.0,200
ad207844-462b-413d-bad6-9402e16998cd,Tesla,Model 3,EV,283,42000.0,225
101080c3-ac9a-45d8-b2d0-bade810218c3,BMW,M3,ICE,473,75000.0,290
38ce8532-169a-41d5-a544-44db30a9dec5,Ford,Mustang GT,ICE,450,45000.0,250
24d41d61-51d8-42dd-b6a6-1f2282e5b94f,Toyota,Prius,Hybrid,121,28000.0,180
ad452290-e0f1-46e5-a964-a53be0378134,Porsche,911 Turbo,ICE,572,180000.0,320
d5e0606a-3b97-4ab3-946b-4af096bf7dce,Nissan,Leaf,EV,147,29000.0,157
200fa108-0f7e-4891-91f2-c4f7efe3728b,Hyundai,Ioniq 5,EV,320,44000.0,185
deefaf50-43fc-4f77-9551-9b4061726da3,Chevrolet,Corvette,ICE,495,65000.0,312
4727cc3d-e938-421c-a55a-e70397e3fa8e,Toyota,RAV4,Hybrid,203,30000.0,180
93c3b208-eedb-4f38-b389-a1d6d7d8c947,BMW,i4,EV,335,56000.0,190
11d14267-099f-4a09-84e8-4e2e62469dd4,Ford,F-150,ICE,400,,160
d01a03b4-7dd1-4ab8-8024-bbfeb633fa86,Kia,EV6,EV,320,48000.0,192
365aba69-b4ab-4ee4-8a5e-eccf847f3ac5,Mazda,MX-5,ICE,181,29000.0,215
66d28284-e6b7-4034-8fe4-9288c1a2808b,Toyota,Corolla,ICE,140,25000.0,180
eb5ad25a-4dcc-4d1f-8bb7-f469464f4117,Honda,Civic,ICE,158,27500.0,200
d60de08c-5e14-483a-974c-b05ab8f31207,Tesla,Model 3,EV,283,42000.0,225
e1b94ae4-6ac7-4de1-8240-86512463b61d,BMW,M3,ICE,473,75000.0,290
edfe082a-c337-43d7-92d1-39f3b693e698,Ford,Mustang GT,ICE,450,45000.0,250
30bd1a44-ae43-4544-aecc-129c75f8caca,Toyota,Prius,Hybrid,121,28000.0,180
86c6c8e4-4cd8-4dd1-81d8-7b8b00444aa4,Porsche,911 Turbo,ICE,572,180000.0,320
2fd31138-6247-4928-b068-24228bb8bcc7,Nissan,Leaf,EV,147,29000.0,157
c9515f79-d81c-452f-9d5f-06975e6d2d20,Hyundai,Ioniq 5,EV,320,44000.0,185
fee375b7-305c-467c-ae73-422e66fc5644,Chevrolet,Corvette,ICE,495,65000.0,312
963d5c1b-ac30-4d63-8ac9-857c5d762a69,Toyota,RAV4,Hybrid,203,30000.0,180
0d61aede-460f-4b80-acd1-a0a0f814192f,BMW,i4,EV,335,56000.0,190
5de3db00-c84a-41a9-a7ed-c6e7f271efbf,Ford,F-150,ICE,400,,160
2fcc85b1-0d92-4700-af85-698a445e9272,Kia,EV6,EV,320,48000.0,192
f1201862-130e-44c6-9d53-00b8e65f8d6e,Mazda,MX-5,ICE,181,29000.0,215
e816f0bf-b2d8-47e1-95c0-afb721af6aa2,Toyota,Corolla,ICE,140,25000.0,180
3a7bfcb7-0b2b-4446-9878-d37cf08c503f,Honda,Civic,ICE,158,27500.0,200
2cc8a916-dd23-4cc8-bf42-c683b8534628,Tesla,Model 3,EV,283,42000.0,225
31fc49cb-2d09-484c-9c1f-094ed5d6e686,BMW,M3,ICE,473,75000.0,290
b71e730c-278c-4f80-9880-bb82330ef9a6,Ford,Mustang GT,ICE,450,45000.0,250
560a1b87-d2e3-4f9d-b84a-841a41e36c59,Toyota,Prius,Hybrid,121,28000.0,180
ea9f14f4-2494-45cc-99ad-0e71b83532a1,Porsche,911 Turbo,ICE,572,180000.0,320
30a3eacf-dd81-4fb5-b59a-1f89f40e370a,Nissan,Leaf,EV,147,29000.0,157
e7752270-c6c7-4308-babf-14af0c2e877d,Hyundai,Ioniq 5,EV,320,44000.0,185
4d97a38d-d829-4ee3-8d2c-5ab85b3d7828,Chevrolet,Corvette,ICE,495,65000.0,312
1de65021-457e-489c-9e5e-854e69c8c996,Toyota,RAV4,Hybrid,203,30000.0,180
477a88a8-22ae-4d77-8877-31706a5ed51e,BMW,i4,EV,335,56000.0,190
023c1672-5a02-411e-b6c0-a900a8b1566e,Ford,F-150,ICE,400,,160
78a0d256-335c-42c5-92db-8a7c0909a32b,Kia,EV6,EV,320,48000.0,192
e7bb0cee-534e-4db7-baa3-f247c04ed04e,Mazda,MX-5,ICE,181,29000.0,215
29ad15c9-48e9-4f87-a7ca-4c2dfd563caa,Toyota,Corolla,ICE,140,25000.0,180
e53f10dc-1d76-495c-b4d5-b28c00e67d44,Honda,Civic,ICE,158,27500.0,200
816a55bd-44bb-402b-9053-32157d70b8d4,Tesla,Model 3,EV,283,42000.0,225
83a75ee4-104d-4635-93f3-23bc7853a37a,BMW,M3,ICE,473,75000.0,290
41e74424-8171-4337-8d67-7127f16549a4,Ford,Mustang GT,ICE,450,45000.0,250
5bac520f-b7c9-470e-94ad-edc0e8041725,Toyota,Prius,Hybrid,121,28000.0,180
43ba124e-b138-43c7-a3aa-bd0da99b7cd5,Porsche,911 Turbo,ICE,572,180000.0,320
428f4a8c-c029-4d5c-8e20-2825f088ef4d,Nissan,Leaf,EV,147,29000.0,157
e55aa359-4181-442d-9605-3a0f6c8ff6bb,Hyundai,Ioniq 5,EV,320,44000.0,185
eaa2f6f5-492b-444a-b0bc-d2070db527f9,Chevrolet,Corvette,ICE,495,65000.0,312
15d72002-d090-4754-ac96-c31e7653b897,Toyota,RAV4,Hybrid,203,30000.0,180
e0fe60da-776f-40e2-af2a-03fbaa0e2d91,BMW,i4,EV,335,56000.0,190
0d7bfa71-0215-4107-b5d5-b3e37147035b,Ford,F-150,ICE,400,,160
d202a111-499a-4753-ae93-29f5eb2e2dda,Kia,EV6,EV,320,48000.0,192
e257ecc1-163c-41c7-8e0b-41c494ec7e3e,Mazda,MX-5,ICE,181,29000.0,215
5cab2e5f-2377-48d4-981a-6cb7ccfee96d,Toyota,Corolla,ICE,140,25000.0,180
460128fa-93a4-4b53-9f01-eae575b9e309,Honda,Civic,ICE,158,27500.0,200
e2bfa7f8-f200-42a2-8443-b29a990073b2,Tesla,Model 3,EV,283,42000.0,225
2e0f0e5b-3c1f-425d-8083-fd473e1f61b4,BMW,M3,ICE,473,75000.0,290
16f0c7bc-843c-4786-b47f-25f09fa27f1f,Ford,Mustang GT,ICE,450,45000.0,250
e1eab3f1-5917-4031-bbd2-703a0fb79aae,Toyota,Prius,Hybrid,121,28000.0,180
9db97a96-71a6-4404-be10-f28062796e8b,Porsche,911 Turbo,ICE,572,180000.0,320
638cfd77-6f7c-48d3-bdb6-269c6aa01849,Nissan,Leaf,EV,147,29000.0,157
424115f4-efc8-419b-a0f7-d78a5ab0b6e3,Hyundai,Ioniq 5,EV,320,44000.0,185
f8d11db3-564a-4ced-8f6d-2ec3d34318a6,Chevrolet,Corvette,ICE,495,65000.0,312
8791ab77-9504-4946-8a26-3fd2378da07c,Toyota,RAV4,Hybrid,203,30000.0,180
5ca3f76d-2940-4976-8c06-ce2067e8ed56,BMW,i4,EV,335,56000.0,190
9fdd4d44-dba2-481e-80eb-2e8a0c33cec9,Ford,F-150,ICE,400,,160
636afd53-f199-496f-a4a1-cf0a29dfb817,Kia,EV6,EV,320,48000.0,192
b4d1efad-c8d1-45da-8cc7-87d1ff9b0b92,Mazda,MX-5,ICE,181,29000.0,215
747f2642-ba03-4c0c-b81f-cd86b06be637,Toyota,Corolla,ICE,140,25000.0,180
a48d0bb3-7f17-4bb3-b05c-ad49e1d8dd17,Honda,Civic,ICE,158,27500.0,200
e500697e-4257-465a-92dc-ec0febbe112b,Tesla,Model 3,EV,283,42000.0,225
3c212bd4-7758-4cc7-a72c-8a629a385c9b,BMW,M3,ICE,473,75000.0,290
822e7dfa-ecb2-43e6-9104-0302143e189a,Ford,Mustang GT,ICE,450,45000.0,250
0bc821fb-e2d5-4568-96ea-97e3f1825d69,Toyota,Prius,Hybrid,121,28000.0,180
ff1700cb-22d9-42d3-b0ba-8d66bab8118a,Porsche,911 Turbo,ICE,572,180000.0,320
704f2aaf-28bf-49fa-b0d7-8d0dc9cc5e92,Nissan,Leaf,EV,147,29000.0,157
3737276d-9b92-4654-b5aa-4e75f90a3e57,Hyundai,Ioniq 5,EV,320,44000.0,185
9dc43798-97db-43d0-962b-a72ff1a96f0d,Chevrolet,Corvette,ICE,495,65000.0,312
574006a8-fc7f-4bb1-ac40-f43b7ea8e059,Toyota,RAV4,Hybrid,203,30000.0,180
764dcdd2-a12a-4275-946d-12a835ddcb43,BMW,i4,EV,335,56000.0,190
051f8e0b-863b-49e2-996f-2ddc5856428a,Ford,F-150,ICE,400,,160
73e946b9-e02a-4c62-a7cb-13dde8f9101e,Kia,EV6,EV,320,48000.0,192
05a917f5-d639-49bc-8b5e-86bcee079bf8,Mazda,MX-5,ICE,181,29000.0,215
0a274c0d-c4e7-44ab-8185-90229fe754a8,Toyota,Corolla,ICE,140,25000.0,180
ed239ae2-859d-4732-a587-40dcec291f4a,Honda,Civic,ICE,158,27500.0,200
54e139da-cc13-47b0-945b-268e6edfc67a,Tesla,Model 3,EV,283,42000.0,225
eb36d2e2-cd20-47a7-9e2c-be80355bbddd,BMW,M3,ICE,473,75000.0,290
28f05a01-80b6-4890-92cc-696b6b998d2b,Ford,Mustang GT,ICE,450,45000.0,250
71e0d95d-7a51-444e-b3bf-6e806042a378,Toyota,Prius,Hybrid,121,28000.0,180
acaa1393-1416-414d-adc5-4d8f185eaee5,Porsche,911 Turbo,ICE,572,180000.0,320
2af542fe-4a9a-4703-8021-52d2f0e98539,Nissan,Leaf,EV,147,29000.0,157
c0fbf804-d887-4898-8bdb-263b6ef0fff4,Hyundai,Ioniq 5,EV,320,44000.0,185
763e8702-c2b2-4105-8402-5a9fa6074106,Chevrolet,Corvette,ICE,495,65000.0,312
dd34dae8-b980-4b34-99ee-4ce5fae33870,Toyota,RAV4,Hybrid,203,30000.0,180
7f92e862-1039-43ed-8eac-59b1ba307b51,BMW,i4,EV,335,56000.0,190
e72acb4a-9262-496b-890e-c1b34d58a149,Ford,F-150,ICE,400,,160
a3b7a4e7-57a1-4fbe-9a50-5226d197822e,Kia,EV6,EV,320,48000.0,192
33ebe238-9051-4243-97f2-b28fc6246c7a,Mazda,MX-5,ICE,181,29000.0,215
0aa1409e-05b7-4422-99f0-c144dcc8fb37,Toyota,Corolla,ICE,140,25000.0,180
e8d05916-ebe7-4083-8395-ae4bac95e259,Honda,Civic,ICE,158,27500.0,200
8d4d2895-159a-448c-818c-e32a6631f8a4,Tesla,Model 3,EV,283,42000.0,225
3eaeaaf4-072e-45aa-953b-00475fdce32f,BMW,M3,ICE,473,75000.0,290
00b4b642-199c-41ab-a8cf-dd024651b499,Ford,Mustang GT,ICE,450,45000.0,250
278eef3d-ba6c-4536-a98e-35be3e38a42a,Toyota,Prius,Hybrid,121,28000.0,180
9bc095e3-6815-427f-9c13-1a9d814e9386,Porsche,911 Turbo,ICE,572,180000.0,320
f4a6aaad-8b87-4f2e-9b42-88f37049db57,Nissan,Leaf,EV,147,29000.0,157
f66d8bb2-a833-455c-a5b4-b74e473f44ca,Hyundai,Ioniq 5,EV,320,44000.0,185
87785eab-bd89-4639-9fda-5d8f3a9a5222,Chevrolet,Corvette,ICE,495,65000.0,312
fa049339-33c9-427f-9b3a-46e657558f12,Toyota,RAV4,Hybrid,203,30000.0,180
50f57eed-92f1-4f6b-b469-7edeb50af467,BMW,i4,EV,335,56000.0,190
85d38264-7de6-4f52-9a8a-c1fa9e774b23,Ford,F-150,ICE,400,,160
1c6c2546-8059-4c51-a625-b2ef606e4d69,Kia,EV6,EV,320,48000.0,192
07b91829-6947-4ab2-bf6c-7e5510047374,Mazda,MX-5,ICE,181,29000.0,215
2527d0a0-7ce3-4345-81ed-33e2552072dd,Toyota,Corolla,ICE,140,25000.0,180
86ce1807-d065-47a8-89e1-002e7ac09cb3,Honda,Civic,ICE,158,27500.0,200
dd257f07-1cc9-4e74-b5dd-24988ab857cc,Tesla,Model 3,EV,283,42000.0,225
13b1fa81-0c1b-4579-8826-35ef3cc0ab4c,BMW,M3,ICE,473,75000.0,290
8cf15674-0348-4d07-8589-3529d2198e87,Ford,Mustang GT,ICE,450,45000.0,250
73522337-2179-4b9e-a560-87314aec331c,Toyota,Prius,Hybrid,121,28000.0,180
acc01e9e-6a05-4fb1-b4c4-b4d7f2147fb1,Porsche,911 Turbo,ICE,572,180000.0,320
3f522dde-1322-437e-86b9-ecd48dcc51dd,Nissan,Leaf,EV,147,29000.0,157
3f993fdb-ed44-434a-9dca-99ec4601dc6d,Hyundai,Ioniq 5,EV,320,44000.0,185
b51585d0-77c2-4d77-8c7a-45d6b93274d9,Chevrolet,Corvette,ICE,495,65000.0,312
74e5a161-42d5-47cc-ad57-0197b0778659,Toyota,RAV4,Hybrid,203,30000.0,180
88aa7e1c-2884-4a91-b972-3c93d966a78c,BMW,i4,EV,335,56000.0,190
0429f92f-35ee-40ab-9b25-20df25657b45,Ford,F-150,ICE,400,,160
50c924eb-4323-4c26-829c-935ae9785fb5,Kia,EV6,EV,320,48000.0,192
450293fe-7360-410d-b4ef-b6318600d511,Mazda,MX-5,ICE,181,29000.0,215
0fbc6925-5d2d-4678-8d2c-b0b0d5a88dc0,Toyota,Corolla,ICE,140,25000.0,180
542f7c49-3e91-4fed-8e28-5aa55b18c3f5,Honda,Civic,ICE,158,27500.0,200
84c6e8bc-e706-47ac-8d52-3a0eddc4b4e6,Tesla,Model 3,EV,283,42000.0,225
2ae53dba-1b2b-4384-a85a-3d353f94518e,BMW,M3,ICE,473,75000.0,290
b86427d9-ce60-4f6d-959b-ba6d17b4368e,Ford,Mustang GT,ICE,450,45000.0,250
df5e1d1f-5bbd-4a2b-9c79-1fdc6133c7d9,Toyota,Prius,Hybrid,121,28000.0,180
186bf78b-cb7c-4dc7-9163-6a5873c86182,Porsche,911 Turbo,ICE,572,180000.0,320
7da5175d-32b5-4a9f-affc-d151d32155fd,Nissan,Leaf,EV,147,29000.0,157
c5fb24c3-a657-4a87-ac2c-19a6472b8475,Hyundai,Ioniq 5,EV,320,44000.0,185
5d04ff3f-83d7-4d75-b436-f09d7159f323,Chevrolet,Corvette,ICE,495,65000.0,312
fa02f07b-6638-4d4a-bacb-aefaa16a8c20,Toyota,RAV4,Hybrid,203,30000.0,180
4b958747-5142-4e0b-9638-38a31a380888,BMW,i4,EV,335,56000.0,190
bad119c0-5f80-4f2f-8938-f875fd6bb343,Ford,F-150,ICE,400,,160
dcda47f5-37d7-4635-a78b-6c36868c0bf8,Kia,EV6,EV,320,48000.0,192
aa60054d-49e9-41b9-b0f7-479abb7fc69f,Mazda,MX-5,ICE,181,29000.0,215
4fb72e18-911a-44d6-9726-e095d3695899,Toyota,Corolla,ICE,140,25000.0,180
d46d331b-a3f0-4417-b3cd-9d9fac009eac,Honda,Civic,ICE,158,27500.0,200
9e734348-aadb-4e94-a882-9d9bc9d0a68e,Tesla,Model 3,EV,283,42000.0,225
e69ce7a1-62f1-49fb-b34b-d933c85dc75f,BMW,M3,ICE,473,75000.0,290
bda0f41f-c359-4148-b2dd-bf0e47b6c0c4,Ford,Mustang GT,ICE,450,45000.0,250
0978a169-5e38-41eb-8ad9-cfec6bff89de,Toyota,Prius,Hybrid,121,28000.0,180
8db9b055-b9c4-4f53-bbb2-eb7e6955f02e,Porsche,911 Turbo,ICE,572,180000.0,320
e7cd78ad-fb0e-415d-97ac-56077dc4c772,Nissan,Leaf,EV,147,29000.0,157
84b0c74e-d108-44df-b59c-97ef4d6bfc2b,Hyundai,Ioniq 5,EV,320,44000.0,185
838b7ea0-9caa-48a1-a7ec-ea1c96ed7751,Chevrolet,Corvette,ICE,495,65000.0,312
